"title","genre","nation","time","date","grade","director","star","aud_score","cri_score","net_score","SF","가족","공연실황","공포","느와르","다큐멘터리","드라마","멜로.로맨스","모험","무협","뮤지컬","미스터리","범죄","블랙코미디","서부","서사","서스펜스","스릴러","애니메이션","액션","에로","전쟁","코미디","판타지"
"리스본행 야간열차","['미스터리', '멜로/로맨스', '스릴러']","독일",111,"2014.06.05","15세 관람가","빌 어거스트","['제레미 아이언스', '멜라니 로랑', '잭 휴스턴']",8.34,5.89,8.28,"0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"소림축구","['코미디', '액션']","홍콩",87,"2002.05.17","15세 관람가","주성치","['주성치', '자오웨이', '오맹달']",NA,8.82,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"톰과 릴리: 그들만의 공간","['드라마']","미국",75,"2017.01.25","12세 관람가","제임스 최","['메릭 로빈슨', '엘리자베스 스텐홀트']",9.67,8.62,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"위로공단","['다큐멘터리']","한국",95,"2015.08.13","15세 관람가","임흥순","['신순애', '이총각', '이기복']",9.01,7.81,8.84,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"단지 그대가 여자라는 이유만으로","['드라마']","한국",105,"1990.09.29","청소년 관람불가","김유진","['원미경', '이영하']",NA,8.73,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"호타루","['드라마', '멜로/로맨스']","일본",113,"2002.01.18","12세 관람가","후루하타 야스오","['다카쿠라 겐', '다나카 유코', '나라오카 토모코']",NA,6.8,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"더 큐어","['스릴러', '미스터리']","미국",146,"2017.02.15","청소년 관람불가","고어 버빈스키","['데인 드한', '미아 고스', '제이슨 아이삭스']",7.38,6.25,7.51,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"눈부신 날에","['드라마']","한국",113,"2007.04.19","15세 관람가","박광수","['박신양', '서신애']",NA,5.33,6.9,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"모든 비밀스러운 것들","['스릴러']","미국",93,"2015.07.02","15세 관람가","에이미 버그","['다코타 패닝', '엘리자베스 뱅크스', '다이안 레인']",8.25,5.69,7.37,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"잔 다르크","['액션', '전쟁', '드라마']","프랑스",155,"2000.02.19","청소년 관람불가","뤽 베송","['밀라 요보비치', '존 말코비치', '페이 더너웨이']",NA,8.16,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"고인돌 가족","['코미디', '가족']","미국",92,"1994.07.16","12세 관람가","브라이언 레반트","['존 굿맨', '릭 모라니스', '엘리자베스 퍼킨스']",NA,7.27,NA,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"특별수사: 사형수의 편지","['범죄', '드라마']","한국",120,"2016.06.16","15세 관람가","권종관","['김명민', '김상호', '성동일']",8.54,5.2,8.29,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"플레이타임","['코미디']","프랑스",126,"2005.06.24","12세 관람가","자크 타티","['리타 메이든', '프랑스 럼밀리', '바바라 데넥']",9.29,8.68,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"더 퍼지","['스릴러', '공포']","미국",85,"2013.11.06","청소년 관람불가","제임스 드모나코","['에단 호크', '레나 헤디', '맥스 버크홀더']",NA,5.25,4.67,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"갤럭시 히어로즈: 라쳇 앤 클랭크","['애니메이션', '액션', '모험', '코미디', 'SF']","미국",85,"2016.08.17","전체 관람가","케빈 먼로","['제임스 아놀드 테일러', '폴 지아마티', '벨라 손']",7.96,5,7.93,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0"
"커터","['범죄', '드라마']","한국",103,"2016.03.30","청소년 관람불가","정희성","['최태준', '김시후', '문가영']",6.41,4,5.77,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"툼 레이더","['액션', '판타지', '모험']","미국",101,"2001.06.29","12세 관람가","사이먼 웨스트","['안젤리나 졸리', '존 보이트', '노아 테일러']",NA,6.66,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"콩: 스컬 아일랜드","['액션', '모험', '판타지', 'SF']","미국",118,"2017.03.08","12세 관람가","조던 복트-로버츠","['톰 히들스턴', '사무엘 L. 잭슨', '브리 라슨']",8.14,6,7.95,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"진주 귀걸이를 한 소녀","['드라마', '멜로/로맨스']","영국",98,"2004.09.03","15세 관람가","피터 웨버","['콜린 퍼스', '스칼렛 요한슨', '톰 윌킨슨']",NA,7.94,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"내 사랑 내 곁에","['드라마']","한국",121,"2009.09.24","12세 관람가","박진표","['하지원', '김명민']",NA,5.73,7.03,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"미드나잇 인 파리","['코미디', '멜로/로맨스', '판타지']","미국",94,"2016.10.20","15세 관람가","우디 앨런","['오웬 윌슨', '마리옹 꼬띠아르', '레이첼 맥아담스']",9.05,7.93,8.55,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"신을 믿습니까?","['드라마']","미국",120,"2016.04.21","12세 관람가","존 건","['테드 맥긴리', '미라 소르비노', '안드레아 로건 화이트']",9.11,4,8.46,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"앨리스 : 원더랜드에서 온 소년","['판타지', '공포', '멜로/로맨스']","한국",115,"2015.12.10","15세 관람가","허은희","['홍종현', '정소민', '정연주']",8.28,4.92,7.46,"0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"천국에 다녀온 소년","['드라마']","미국",100,"2014.06.12","전체 관람가","랜달 웰러스","['그렉 키니어', '켈리 라일리', '코너 코롬']",8.26,7.44,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"너를 잊지 않을 거야","['드라마']","한국",108,"2008.10.30","전체 관람가","하나도 준지","['이태성', '오나가 마키']",NA,3.5,7.62,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"피의 복수","['액션', '범죄', '스릴러', '느와르']","홍콩",108,"2014.04.24","청소년 관람불가","두기봉","['조니 할리데이', '임달화', '황추생']",NA,6.34,NA,"0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"라파예트","['액션', '모험', '드라마', '멜로/로맨스', '전쟁']","영국",120,"2007.08.30","15세 관람가","토니 빌","['제임스 프랭코']",NA,5,8.17,"0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"577 프로젝트","['코미디', '드라마']","한국",99,"2012.08.30","15세 관람가","이근우","['공효진', '하정우']",NA,6.38,8.19,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"시크릿","['드라마', '스릴러']","미국",107,"2013.08.29","청소년 관람불가","니콜라스 제렉키","['리차드 기어', '수잔 서랜든', '팀 로스']",NA,7.88,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"박하사탕","['드라마']","한국",135,"2000.01.01","청소년 관람불가","이창동","['설경구', '문소리', '김여진']",NA,9.1,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"나잇 & 데이","['액션', '코미디']","미국",109,"2010.06.24","15세 관람가","제임스 맨골드","['톰 크루즈', '카메론 디아즈']",NA,6.39,8.34,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"지금 이대로가 좋아요","['드라마']","한국",90,"2009.04.23","15세 관람가","부지영","['공효진', '신민아']",NA,6.29,8.67,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"어느날 갑자기 네번째 이야기 - 죽음의 숲","['공포']","한국",98,"2006.08.17","청소년 관람불가","김정민","['이종혁', '소이현']",NA,4.73,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"황산벌","['코미디', '전쟁']","한국",104,"2003.10.17","15세 관람가","이준익","['박중훈', '정진영', '이문식']",NA,7.4,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"찌라시 : 위험한 소문","['드라마', '범죄']","한국",121,"2014.02.20","15세 관람가","김광식","['김강우', '정진영', '고창석']",7.56,6.63,7.52,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"익스트랙티드","['드라마', 'SF']","미국",85,"2014.06.19","15세 관람가","니르 패니리","['사샤 로이즈', '제니 몰린', '도미닉 보가트']",NA,8.03,NA,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"다이빙벨","['다큐멘터리']","한국",77,"2015.04.16","15세 관람가","이상호","['이종인']",9.57,6.5,6.41,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"간츠 - 퍼펙트 앤서","['액션']","일본",140,"2011.08.11","청소년 관람불가","사토 신스케","['니노미야 카즈나리', '마츠야마 켄이치', '요시타카 유리코']",NA,6.47,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"얼굴도둑","['드라마', '스릴러']","프랑스",117,"2016.05.19","15세 관람가","매튜 델라포테","['마티유 카소비츠']",8.67,6.5,7.75,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"인사이드 링: 항공기를 훔쳐라","['범죄', '드라마', '스릴러']","프랑스",91,"2016.05.12","청소년 관람불가","로렌트 투엘","['장 르노', '가스파르 울리엘']",NA,5.5,NA,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"완득이","['드라마']","한국",107,"2011.10.20","12세 관람가","이한","['김윤석', '유아인']",NA,6.86,8.77,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"론 서바이버","['액션', '드라마', '스릴러', '전쟁']","미국",121,"2014.04.02","15세 관람가","피터 버그","['마크 월버그', '테일러 키취', '벤 포스터']",8.78,6.17,9.02,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0"
"위아 유어 프렌즈","['드라마', '멜로/로맨스']","영국",96,"2015.11.12","청소년 관람불가","맥스 조셉","['잭 에프론', '에밀리 라타이코프스키']",8.96,6,8.48,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"세이프 하우스","['액션', '스릴러']","미국",115,"2012.02.29","15세 관람가","다니엘 에스피노사","['덴젤 워싱톤', '라이언 레이놀즈']",NA,4.67,7.79,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"로망스","['멜로/로맨스', '드라마']","한국",106,"2006.03.16","청소년 관람불가","문승욱","['조재현', '김지수']",NA,4,6.66,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"걸스카우트","['코미디', '범죄', '드라마']","한국",99,"2008.06.05","15세 관람가","김상만","['김선아', '나문희', '이경실']",NA,5.57,5.93,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"걸 온 더 트레인","['미스터리', '스릴러']","미국",112,"2017.03.09","청소년 관람불가","테이트 테일러","['에밀리 블런트', '헤일리 베넷', '루크 에반스']",7.43,4.67,7.56,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"세이지: 육지의 물고기","['드라마']","일본",108,"2012.03.29","청소년 관람불가","이세야 유스케","['니시지마 히데토시', '모리야마 미라이', '유우키 나에']",NA,5,7,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"분노","['스릴러', '드라마']","일본",142,"2017.03.30","청소년 관람불가","이상일","['와타나베 켄', '모리야마 미라이', '마츠야마 켄이치']",8.74,8.83,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"링컨","['드라마', '전쟁']","미국",150,"2013.03.14","12세 관람가","스티븐 스필버그","['다니엘 데이 루이스', '조셉 고든 레빗', '토미 리 존스']",NA,8,7.73,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"성질 죽이기","['코미디']","미국",106,"2003.06.05","15세 관람가","피터 시걸","['아담 샌들러', '잭 니콜슨']",NA,6.81,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"오빠생각","['드라마', '전쟁']","한국",124,"2016.01.21","12세 관람가","이한","['임시완', '고아성']",8.51,5.66,8.49,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"도쿄아포칼립스: 최후의 결전","['액션', '코미디']","일본",116,"2015.09.10","청소년 관람불가","미이케 다카시","['이치하라 하야토', '나루미 리코']",NA,3.84,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"기생령","['공포']","한국",92,"2011.08.05","청소년 관람불가","고석진","['한은정', '이형석', '효민']",NA,2.33,4.3,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"히트맨","['액션', '범죄', '스릴러']","프랑스",92,"2007.11.29","청소년 관람불가","자비에르 젠스","['티모시 올리펀트', '더그레이 스콧', '올가 쿠릴렌코']",NA,6,8.04,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"히어애프터","['드라마', '판타지']","미국",129,"2011.03.24","12세 관람가","클린트 이스트우드","['맷 데이먼', '세실 드 프랑스']",NA,7.16,7.83,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"똑바로 살아라","['코미디', '범죄']","한국",105,"1997.03.15","청소년 관람불가","이상우","['오지명', '박중훈', '김갑수']",NA,5.43,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"레디액션! 폭력영화","['액션']","한국",104,"2014.06.05","청소년 관람불가","정재웅","['민호열', '오성근', '장우진']",7.33,4.5,5.39,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"데스티네이션 3 - 파이널 데스티네이션","['공포', '스릴러', '드라마', '미스터리']","미국",92,"2006.05.11","청소년 관람불가","제임스 왕","['메리 엘리자베스 윈스티드', '라이언 메리먼', '크리스 렘세']",NA,6,7.05,"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"그랜드파더","['드라마', '액션']","한국",91,"2016.08.31","청소년 관람불가","이서","['박근형', '고보결', '정진영']",7.68,5.5,7.42,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"페인티드 베일","['멜로/로맨스', '드라마']","중국",124,"2007.03.15","15세 관람가","존 커랜","['나오미 왓츠', '에드워드 노튼']",NA,5.6,8.57,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"옐로우버드","['애니메이션', '가족']","프랑스",90,"2015.02.18","전체 관람가","크리스티앙 드 비타","['세스 그린', '다코타 패닝', '대니 글로버']",7,5,8.12,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"당신이 사랑하는 동안에","['드라마', '멜로/로맨스', '스릴러']","미국",115,"2016.11.24","15세 관람가","폴 맥기건","['조쉬 하트넷']",8.83,5.17,8.51,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"아수라","['범죄', '액션']","한국",132,"2016.09.28","청소년 관람불가","김성수","['정우성', '황정민', '주지훈']",6.54,6.56,6.25,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"두근두근 내 인생","['드라마']","한국",117,"2014.09.03","12세 관람가","이재용","['강동원', '송혜교', '조성목']",7.51,6.61,7.06,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"노바디 웍스","['드라마']","미국",83,"2014.01.23","청소년 관람불가","라이 루소 영","['존 크래신스키', '올리비아 썰비', '제인 레비']",NA,5.67,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"투 아이즈","['공포']","네덜란드",112,"2010.08.05","15세 관람가","엘버트 반 스트리엔","['이자벨 스토켈', '샬롯 아놀디', '헤드윅 미니스']",NA,5.33,6.65,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"사랑은 비를 타고","['뮤지컬', '멜로/로맨스', '코미디']","미국",103,"1954.10.21","전체 관람가","진 켈리","['진 켈리', '도널드 오코너', '데비 레이놀즈']",NA,9.32,NA,"0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"지.아이.조 - 전쟁의 서막","['액션', '모험', 'SF', '스릴러']","미국",118,"2009.08.06","15세 관람가","스티븐 소머즈","['채닝 테이텀', '데니스 퀘이드', '이병헌']",NA,3.7,7.66,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"사이보그 나이트","['액션', '모험', 'SF']","미국",90,"1993.05.22","R","앨버트 파이언","['캐시 롱', '크리스 크리스토퍼슨']",NA,5.33,NA,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"히든 피겨스","['드라마']","미국",127,"2017.03.23","12세 관람가","데오도르 멜피","['타라지 P. 헨슨', '옥타비아 스펜서', '자넬 모네']",9.42,6.83,9.39,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"킬러스","['액션', '코미디', '멜로/로맨스', '스릴러']","미국",100,"2010.09.02","15세 관람가","로버트 루케틱","['애쉬튼 커쳐', '캐서린 헤이글']",NA,4.58,7.06,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0"
"널 기다리며","['스릴러']","한국",108,"2016.03.10","청소년 관람불가","모홍진","['심은경', '윤제문', '김성오']",7.73,5.06,7.65,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"엑스맨: 데이즈 오브 퓨처 패스트","['SF', '모험', '액션', '판타지']","미국",134,"2014.05.22","12세 관람가","브라이언 싱어","['휴 잭맨', '제임스 맥어보이', '마이클 패스벤더']",8.76,7.53,8.87,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"석양의 갱들","['모험', '서부']","이탈리아",157,"1973.02.03","PG","세르지오 레오네","['로드 스테이거', '제임스 코번']",NA,8.08,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"가려진 시간","['드라마', '판타지']","한국",129,"2016.11.16","12세 관람가","엄태화","['강동원', '신은수', '이효제']",8.24,6.68,8.36,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"퀵","['액션']","한국",115,"2011.07.20","15세 관람가","조범구","['이민기', '강예원', '김인권']",NA,6.06,7.88,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"해결사","['액션', '스릴러']","한국",100,"2010.09.09","15세 관람가","권혁재","['설경구', '이정진', '오달수']",NA,6.13,7.56,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"테러리스트","['액션', '드라마', '느와르']","한국",108,"1995.05.13","청소년 관람불가","김영빈","['최민수', '이경영', '염정아']",NA,8.35,NA,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"런 올 나이트","['액션', '범죄', '드라마', '미스터리', '스릴러']","미국",114,"2015.03.19","청소년 관람불가","자움 콜렛 세라","['리암 니슨', '조엘 킨나만', '에드 해리스']",7.93,5.94,7.84,"0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0"
"가름워즈: 마지막 예언자","['액션', 'SF', '스릴러']","캐나다",92,"2015.12.03","12세 관람가","오시이 마모루","['랜스 헨릭슨', '케빈 두런드', '멜라니 생피에르']",6,5,4.37,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"데드 걸즈","['공포']","미국",91,"2016.09.01","청소년 관람불가","닐 피셔","['제시카 갈랑']",NA,3.87,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"범죄의 재구성","['범죄', '스릴러', '코미디']","한국",116,"2004.04.15","청소년 관람불가","최동훈","['박신양', '백윤식', '염정아']",NA,8.76,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"쇼를 사랑한 남자","['드라마', '멜로/로맨스']","미국",118,"2013.10.09","청소년 관람불가","스티븐 소더버그","['마이클 더글라스', '맷 데이먼', '로브 로우']",NA,7.9,7.71,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"사라의 계절","['드라마', '멜로/로맨스']","한국",90,"1993.05.08","청소년 관람불가","정인철","['정인철', '홍여진', '문미봉']",NA,6.43,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"로빈 후드","['액션', '드라마']","미국",140,"2010.05.13","15세 관람가","리들리 스콧","['러셀 크로우', '케이트 블란쳇', '막스 폰 시도우']",NA,6.38,7.22,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"봄","['드라마']","한국",102,"2014.11.20","청소년 관람불가","조근현","['박용우', '김서형', '이유영']",8.67,5.92,8.81,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"천재강아지 미스터 피바디","['애니메이션', '가족', '모험']","미국",92,"2014.04.24","전체 관람가","롭 민코프","['타이 버렐', '맥스 찰스', '아리엘 윈터']",8.54,6.75,8.42,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"기항지","['범죄', '드라마', '미스터리']","홍콩",120,"2017.02.23","청소년 관람불가","옹자광","['곽부성', '금연령', '담요문']",NA,10,NA,"0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"블랙","['드라마']","인도",124,"2017.02.01","전체 관람가","산제이 릴라 반살리","['라니 무케르지', '아미타브 밧찬']",9.36,7.08,9.02,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"러브씬","['멜로/로맨스', '드라마']","한국",88,"2013.10.03","청소년 관람불가","이정원","['최현호', '김준원', '권소현']",NA,6.32,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"동거의 목적","['멜로/로맨스']","한국",83,"2016.03.31","청소년 관람불가","조성우","['제동화', '박하얀']",NA,7,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"히트맨: 에이전트 47","['액션', '범죄', '스릴러']","미국",98,"2015.09.03","15세 관람가","알렉산더 바흐","['루퍼트 프렌드', '한나 웨어', '재커리 퀸토']",7.78,5.5,7.9,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"시월애","['드라마', '멜로/로맨스', '판타지']","한국",94,"2000.09.09","12세 관람가","이현승","['이정재', '전지현']",NA,9.19,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"숨은 요새의 세 악인","['액션', '모험', '코미디']","일본",139,"2004.04.16","NR","구로사와 아키라","['미후네 도시로', '우에하라 미사']",NA,8.63,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"김종욱 찾기","['멜로/로맨스', '코미디']","한국",112,"2010.12.08","12세 관람가","장유정","['임수정', '공유']",NA,5.66,8.28,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"더 로프트 : 비밀의 방","['스릴러']","미국",102,"2015.10.01","청소년 관람불가","에릭 반 루이","['웬트워스 밀러', '칼 어번', '제임스 마스던']",7.2,5,7.06,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"샴","['공포', '스릴러']","태국",93,"2007.07.17","15세 관람가","반종 피산다나쿤","['마샤 왓타나파니크']",NA,5.4,6.61,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"주온 - 극장판","['공포']","일본",92,"2003.06.27","12세 관람가","시미즈 다카시","['오키나 메구미', '이토 미사키', '우에하라 미사']",NA,7.06,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"아라한 장풍대작전","['액션', '코미디', '판타지']","한국",114,"2004.04.30","12세 관람가","류승완","['류승범', '윤소이', '안성기']",NA,8.09,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1"
"개구리왕국 2","['애니메이션']","중국",85,"2017.03.23","전체 관람가","상광희","['사문영', '이경태', '임주현']",6.76,7.24,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"지구가 멈추는 날","['SF', '액션']","미국",106,"2008.12.24","12세 관람가","스콧 데릭슨","['키아누 리브스', '제니퍼 코넬리']",NA,3.94,4.59,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"크레이지 하트","['드라마', '멜로/로맨스']","미국",112,"2010.03.04","15세 관람가","스콧 쿠퍼","['제프 브리지스', '매기 질렌할']",NA,7.25,8.12,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"오직 사랑하는 이들만이 살아남는다","['드라마', '멜로/로맨스']","미국",123,"2014.01.09","15세 관람가","짐 자무쉬","['틸다 스윈튼', '톰 히들스턴', '미아 와시코브스카']",8.02,7.18,7.79,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
