"title","genre","nation","time","date","grade","director","star","aud_score","cri_score","net_score","SF","가족","공연실황","공포","느와르","다큐멘터리","드라마","멜로.로맨스","모험","무협","뮤지컬","미스터리","범죄","블랙코미디","서부","서사","서스펜스","스릴러","애니메이션","액션","에로","전쟁","코미디","판타지"
"에픽 : 숲속의 전설","['애니메이션', '모험']","미국",102,"2013.08.07","전체 관람가","크리스 웨지","['아만다 사이프리드', '조쉬 허처슨', '콜린 파렐']",NA,6.89,8.79,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"응징자","['액션', '스릴러']","한국",103,"2013.10.30","청소년 관람불가","신동엽","['양동근', '주상욱', '이태임']",NA,4,6.13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"스포트라이트","['드라마', '스릴러']","미국",128,"2016.02.24","15세 관람가","토마스 맥카시","['마크 러팔로', '레이첼 맥아담스', '마이클 키튼']",8.91,7.94,8.87,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"원티드","['액션', '범죄', '스릴러']","미국",110,"2008.06.26","청소년 관람불가","티무르 베크맘베토브","['제임스 맥어보이', '모건 프리먼', '안젤리나 졸리']",NA,6,8.23,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"마이클 잭슨의 디스 이즈 잇","['다큐멘터리']","미국",111,"2009.10.28","전체 관람가","케니 오테가","['마이클 잭슨']",NA,7.89,9.26,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"리바이어던","['드라마']","러시아 연방",140,"2015.03.19","청소년 관람불가","안드레이 즈비아긴체프","['알렉세이 세레브리아코프', '옐레나 랴도바']",8.19,8.44,7.95,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"헨젤과 그레텔 : 마녀 사냥꾼","['액션', '판타지', '공포']","영국",87,"2013.02.14","청소년 관람불가","토미 위르콜라","['제레미 레너', '젬마 아터튼', '팜케 얀센']",NA,5.69,7.56,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"행복한 장의사","['코미디', '드라마']","한국",98,"2000.01.08","청소년 관람불가","장문일","['임창정', '오현경', '김창완']",NA,5.5,8.8,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"더 퍼지:거리의 반란","['공포', '스릴러']","미국",103,"2014.08.27","청소년 관람불가","제임스 드모나코","['프랭크 그릴로', '자크 길포드', '키엘 산체즈']",7.51,4.33,7.1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"대열차 강도","['범죄']","영국",110,"1979.08.11","15세 관람가","마이클 크라이튼","['숀 코네리', '도날드 서덜랜드', '레슬리 앤 다운']",NA,6.13,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"테레사 팔머의 감금","['드라마', '스릴러']","오스트레일리아",92,"2013.11.28","청소년 관람불가","데이비드 데닌","['테레사 팔머', '트래비스 핌멜']",NA,6.39,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"화양연화","['드라마', '멜로/로맨스']","홍콩",97,"2013.11.28","15세 관람가","왕가위","['양조위', '장만옥']",8,8.85,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"어거스트 러쉬","['드라마', '판타지']","미국",113,"2007.11.29","전체 관람가","커스틴 쉐리단","['프레디 하이모어', '조나단 리스 마이어스', '케리 러셀']",NA,5,9,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"사우스포","['드라마', '액션']","미국",124,"2015.12.03","15세 관람가","안톤 후쿠아","['제이크 질렌할', '레이첼 맥아담스', '우나 로렌스']",8.58,5.33,8.53,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"쟈니 잉글리쉬","['코미디']","영국",87,"2003.06.20","전체 관람가","피터 호윗","['로완 앳킨슨']",NA,8.03,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"안녕헤이즐","['드라마', '멜로/로맨스']","미국",125,"2014.08.13","12세 관람가","조쉬 분","['쉐일린 우들리', '안셀 엘고트', '냇 울프']",8.48,5.9,8.57,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"작은 형","['드라마']","한국",110,"2016.11.30","15세 관람가","심광진","['전석호', '진용욱', '민지아']",8.83,5.75,8.72,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"피라냐 3DD","['공포', '스릴러']","미국",83,"2013.08.14","청소년 관람불가","존 걸레거","['다니엘 파나베이커', '빙 라메스', '데이빗 핫셀호프']",NA,4.31,4.9,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"노크 노크","['공포', '스릴러']","칠레",99,"2015.10.22","청소년 관람불가","일라이 로스","['키아누 리브스', '로렌자 이조', '아나 디 아르마스']",5.68,7,4.79,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"엘 시크레토: 비밀의 눈동자","['드라마', '미스터리', '멜로/로맨스', '스릴러']","아르헨티나",129,"2010.11.11","15세 관람가","후안 호세 캄파넬라","['솔레다드 빌라밀', '리카도 다린', '칼라 쿠에브도']",NA,7.25,8.7,"0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"이끼","['드라마', '범죄']","한국",163,"2010.07.14","청소년 관람불가","강우석","['정재영', '박해일', '유준상']",NA,6.39,6.98,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"투어리스트","['액션', '스릴러', '드라마']","미국",100,"2010.12.09","15세 관람가","플로리안 헨켈 폰 도너스마르크","['안젤리나 졸리', '조니 뎁']",NA,5.39,5.96,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"파울볼","['다큐멘터리']","한국",87,"2015.04.02","전체 관람가","조정래","['김성근', '고양원더스선수들', '조진웅']",9.34,6.4,6.79,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"러브픽션","['멜로/로맨스', '코미디']","한국",121,"2012.02.29","15세 관람가","전계수","['하정우', '공효진']",NA,6.79,6.66,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"거울나라의 앨리스","['모험', '가족', '판타지']","미국",112,"2016.09.07","12세 관람가","제임스 보빈","['조니 뎁', '앤 해서웨이', '미아 와시코브스카']",8.47,5.75,8.34,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"카운트다운","['액션']","미국",90,"2016.11.24","청소년 관람불가","존 스톡웰","['닉 네메스', '글렌 제이콥스', '캐서린 이자벨']",NA,6.58,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"센과 치히로의 행방불명","['애니메이션', '판타지', '모험', '가족']","일본",126,"2015.02.05","전체 관람가","미야자키 하야오","['히이라기 루미', '이리노 미유']",9.58,9.36,NA,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"시즌 오브 더 위치: 마녀 호송단","['모험', '드라마', '판타지']","미국",94,"2011.01.13","15세 관람가","도미닉 세나","['니콜라스 케이지', '론 펄먼']",NA,6.66,NA,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"배트맨 v 슈퍼맨: 섹시히어로즈의 탄생","['SF', '액션']","미국",70,"2015.11.26","청소년 관람불가","엑셀 브라운","['라이언 드릴러']",NA,6.17,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"마고리엄의 장난감 백화점","['가족', '판타지', '코미디']","미국",93,"2007.12.24","전체 관람가","자크 헬름","['더스틴 호프만', '나탈리 포트만', '제이슨 베이트먼']",NA,5,5.07,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"대지진","['드라마']","중국",136,"2010.11.04","전체 관람가","펑샤오강","['쉬판', '장국강', '장징추']",NA,5.63,7.91,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"남극의 쉐프","['코미디']","일본",125,"2010.02.11","전체 관람가","오키타 슈이치","['사카이 마사토', '코라 켄고']",8.5,8.54,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"설리: 허드슨강의 기적","['드라마']","미국",96,"2016.09.28","12세 관람가","클린트 이스트우드","['톰 행크스', '로라 리니', '아론 에크하트']",8.92,7.75,9.14,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"목숨","['다큐멘터리']","한국",95,"2014.12.04","12세 관람가","이창재","['박수명', '박진우', '신창열']",9.03,7.19,9.11,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"홀스헤드","['판타지', '공포']","프랑스",92,"2015.09.03","청소년 관람불가","로메인 바세트","['릴리-플뢰 포앙튀', '카트리오나 맥콜', '머레이 헤드']",NA,7.1,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"리틀 포레스트2: 겨울과 봄","['드라마']","일본",121,"2015.05.14","12세 관람가","모리 준이치","['하시모토 아이', '마츠오카 마유', '미우라 타카히로']",8.59,7,8.53,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"통증","['드라마']","한국",104,"2011.09.07","15세 관람가","곽경택","['권상우', '정려원', '마동석']",NA,5.85,7.78,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"타부 : 금지된 사랑","['멜로/로맨스']","한국",78,"2015.09.03","청소년 관람불가","고구마","['박세미', '위지웅', '박하얀']",10,5.07,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"버팔로 66","['드라마', '코미디', '멜로/로맨스']","미국",110,"2000.09.23","청소년 관람불가","빈센트 갈로","['빈센트 갈로', '크리스티나 리치', '벤 가자라']",NA,8.74,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"호프 로스트","['드라마', '스릴러']","이탈리아",94,"2015.10.08","청소년 관람불가","데이비드 페트루치","['프란세스카 아고스티니', '미샤 바튼', '대니 트레조']",NA,2,4.87,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"치킨 런","['애니메이션', '가족', '코미디']","영국",84,"2000.12.16","전체 관람가","피터 로드","['멜 깁슨', '줄리아 사왈하', '미란다 리처드슨']",NA,8.63,NA,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"월드 오브 투모로우","['SF', '모험']","미국",106,"2005.01.14","전체 관람가","케리 코란","['기네스 팰트로', '주드 로', '안젤리나 졸리']",NA,4.82,NA,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"오 마이 파파","['다큐멘터리']","한국",97,"2016.11.10","전체 관람가","박혁지","['소 알로이시오']",9.6,9.74,NA,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"포커스","['범죄', '멜로/로맨스', '코미디']","미국",104,"2015.02.26","15세 관람가","글렌 피카라","['윌 스미스', '마고 로비', '로드리고 산토로']",7.94,7.01,NA,"0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"착신아리","['공포', '스릴러']","일본",112,"2004.07.09","15세 관람가","미이케 다카시","['시바사키 코우', '츠츠미 신이치', '후키이시 카즈에']",NA,6.97,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"포가튼","['드라마', '미스터리', 'SF', '스릴러']","미국",91,"2004.12.03","15세 관람가","조셉 루벤","['줄리안 무어', '크리스토퍼 코바레스키']",NA,4.35,NA,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"Mr. 히치 - 당신을 위한 데이트 코치","['멜로/로맨스', '코미디']","미국",118,"2005.03.11","12세 관람가","앤디 테넌트","['윌 스미스', '에바 멘데스']",NA,8.32,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"에반게리온: 파","['애니메이션', '액션', '드라마', 'SF']","일본",108,"2009.12.03","12세 관람가","안노 히데아키","['오가타 메구미', '하야시바라 메구미', '미야무라 유코']",NA,8.5,9.1,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"브루클린의 멋진 주말","['드라마']","미국",92,"2016.01.21","12세 관람가","리처드 론크레인","['모건 프리먼', '다이안 키튼']",8.53,5,8.36,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"킹스글레이브: 파이널 판타지 XV","['애니메이션', '모험', '드라마', '판타지', 'SF']","일본",110,"2016.08.25","12세 관람가","노즈에 타케시","['레나 헤디', '아론 폴', '숀 빈']",9.31,8.38,NA,"1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"쥬만지","['모험', '판타지', '가족', '액션', '코미디']","미국",104,"1996.01.20","전체 관람가","조 존스톤","['로빈 윌리엄스', '커스틴 던스트', '데이빗 알란 그리어']",NA,9.26,NA,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1"
"여행자","['드라마']","한국",92,"2009.10.29","12세 관람가","우니 르콩트","['김새론', '박도연', '고아성']",NA,7.07,8.93,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"퐁네프의 연인들","['멜로/로맨스']","프랑스",125,"2014.12.04","청소년 관람불가","레오 까락스","['줄리엣 비노쉬', '드니 라방', '클라우스-마이클 그러버']",8.8,8.68,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"트롤 헌터","['공포', '스릴러']","노르웨이",103,"2011.10.17","12세 관람가","안드레 외브레달","['오토 제스퍼슨', '한스 모르텐 한센']",NA,6.26,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"퍼펙트 겟어웨이","['스릴러', '모험']","미국",97,"2009.08.20","15세 관람가","데이빗 토히","['티모시 올리펀트', '밀라 요보비치', '키엘 산체즈']",NA,4.92,7.26,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"코드네임 : 콜드워","['범죄', '액션']","홍콩",115,"2016.10.13","15세 관람가","써니 럭","['곽부성', '양가휘', '주윤발']",8.5,5.67,7.23,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"리멤버 타이탄","['가족', '드라마']","미국",113,"2001.04.14","12세 관람가","보아즈 야킨","['덴젤 워싱톤']",NA,9.24,NA,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"리미트리스","['미스터리', '스릴러', '액션']","미국",105,"2012.07.12","15세 관람가","닐 버거","['브래들리 쿠퍼', '로버트 드 니로', '애비 코니쉬']",NA,6.05,8.2,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0"
"릴로 & 스티치","['애니메이션', '가족', '드라마', '코미디', 'SF']","미국",85,"2002.07.19","전체 관람가","딘 데블로이스","['다베이 체이스', '크리스 샌더스']",NA,8.98,NA,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
